Vigencia_Inicio,Vigencia_Fin,Aeropuerto,Nom_Aeropuerto,Gpo_Consumo,Tipo,Tarifa,No.,Descripcion,Precio_Pemex,Descnto_Pemex,Almacenamiento_Origen,Almacenamiento_Base,Almacenamiento_Hidrante,Alm_Horario_Extraordinario,Expedio_Autotanque,Expendio _ispensador,Exp_Horario_extraordinario,Tarifa_Succion,COM_ALM_EXP_AUTOTANQUE,COM_ALM_EXP_HIDRANTE,COM_ALM_EXP_AUTOTANQUE,COM_ALM_EXP_HIDRANTE,ALM_EXP_AUTOTANQUE,ALM_EXP_HIDRANTE,ALM_EXP_AUTOTANQUE,ALM_EXP_HIDRANTE
21122021,27122021,TSL,TAMUIN,GPO 01-C,1-C,Contractual,101,TURBOSINA, $13.48226 ,-$0.06010 , $-   , $0.19113 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.03237 , $-   , $14.52008 , $-   , $0.61021 , $-   , $1.09792 , $-   
21122021,27122021,TSL,TAMUIN,GPO 01-D,1-D,Contractual,101,TURBOSINA, $13.48226 ,-$0.06010 , $-   , $0.19113 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.08241 , $-   , $14.57012 , $-   , $0.66025 , $-   , $1.14796 , $-   
21122021,27122021,TSL,TAMUIN,GPO 10-A,10-A,Contractual,101,TURBOSINA, $13.48226 , $-   , $-   , $0.19113 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.98613 , $-   , $14.47384 , $-   , $0.50387 , $-   , $0.99158 , $-   
21122021,27122021,TSL,TAMUIN,GPO 10-B,10-B,Contractual,101,TURBOSINA, $13.48226 , $-   , $-   , $0.19113 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.00490 , $-   , $14.49261 , $-   , $0.52264 , $-   , $1.01035 , $-   
21122021,27122021,TSL,TAMUIN,GPO 10-C,10-C,Contractual,101,TURBOSINA, $13.48226 , $-   , $-   , $0.19113 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.09247 , $-   , $14.58018 , $-   , $0.61021 , $-   , $1.09792 , $-   
21122021,27122021,TSL,TAMUIN,GPO 10-D,10-D,Contractual,101,TURBOSINA, $13.48226 , $-   , $-   , $0.19113 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.14251 , $-   , $14.63022 , $-   , $0.66025 , $-   , $1.14796 , $-   
21122021,27122021,TSL,TAMUIN,GPO 02-A,2-A,Contractual,101,TURBOSINA, $13.48226 ,-$0.30050 , $-   , $0.19113 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.68563 , $-   , $14.17334 , $-   , $0.50387 , $-   , $0.99158 , $-   
21122021,27122021,TSL,TAMUIN,GPO 02-B,2-B,Contractual,101,TURBOSINA, $13.48226 ,-$0.30050 , $-   , $0.19113 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.70440 , $-   , $14.19211 , $-   , $0.52264 , $-   , $1.01035 , $-   
21122021,27122021,TSL,TAMUIN,GPO 02-C,2-C,Contractual,101,TURBOSINA, $13.48226 ,-$0.30050 , $-   , $0.19113 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $13.79197 , $-   , $14.27968 , $-   , $0.61021 , $-   , $1.09792 , $-   
21122021,27122021,TSL,TAMUIN,GPO 02-D,2-D,Contractual,101,TURBOSINA, $13.48226 ,-$0.30050 , $-   , $0.19113 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $13.84201 , $-   , $14.32972 , $-   , $0.66025 , $-   , $1.14796 , $-   
21122021,27122021,TSL,TAMUIN,GPO 03-A,3-A,Contractual,101,TURBOSINA, $13.48226 ,-$0.36060 , $-   , $0.19113 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.62553 , $-   , $14.11324 , $-   , $0.50387 , $-   , $0.99158 , $-   
21122021,27122021,TSL,TAMUIN,GPO 03-B,3-B,Contractual,101,TURBOSINA, $13.48226 ,-$0.36060 , $-   , $0.19113 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.64430 , $-   , $14.13201 , $-   , $0.52264 , $-   , $1.01035 , $-   
21122021,27122021,TSL,TAMUIN,GPO 03-C,3-C,Contractual,101,TURBOSINA, $13.48226 ,-$0.36060 , $-   , $0.19113 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $13.73187 , $-   , $14.21958 , $-   , $0.61021 , $-   , $1.09792 , $-   
21122021,27122021,TSL,TAMUIN,GPO 03-D,3-D,Contractual,101,TURBOSINA, $13.48226 ,-$0.36060 , $-   , $0.19113 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $13.78191 , $-   , $14.26962 , $-   , $0.66025 , $-   , $1.14796 , $-   
21122021,27122021,TSL,TAMUIN,GPO 04-A,4-A,Contractual,101,TURBOSINA, $13.48226 ,-$0.51085 , $-   , $0.19113 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.47528 , $-   , $13.96299 , $-   , $0.50387 , $-   , $0.99158 , $-   
21122021,27122021,TSL,TAMUIN,GPO 04-B,4-B,Contractual,101,TURBOSINA, $13.48226 ,-$0.51085 , $-   , $0.19113 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.49405 , $-   , $13.98176 , $-   , $0.52264 , $-   , $1.01035 , $-   
21122021,27122021,TSL,TAMUIN,GPO 04-C,4-C,Contractual,101,TURBOSINA, $13.48226 ,-$0.51085 , $-   , $0.19113 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $13.58162 , $-   , $14.06933 , $-   , $0.61021 , $-   , $1.09792 , $-   
21122021,27122021,TSL,TAMUIN,GPO 04-D,4-D,Contractual,101,TURBOSINA, $13.48226 ,-$0.51085 , $-   , $0.19113 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $13.63166 , $-   , $14.11937 , $-   , $0.66025 , $-   , $1.14796 , $-   
21122021,27122021,TSL,TAMUIN,GPO 05-A,5-A,Contractual,101,TURBOSINA, $13.48226 ,-$0.57095 , $-   , $0.19113 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.41518 , $-   , $13.90289 , $-   , $0.50387 , $-   , $0.99158 , $-   
21122021,27122021,TSL,TAMUIN,GPO 05-B,5-B,Contractual,101,TURBOSINA, $13.48226 ,-$0.57095 , $-   , $0.19113 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.43395 , $-   , $13.92166 , $-   , $0.52264 , $-   , $1.01035 , $-   
21122021,27122021,TSL,TAMUIN,GPO 05-C,5-C,Contractual,101,TURBOSINA, $13.48226 ,-$0.57095 , $-   , $0.19113 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $13.52152 , $-   , $14.00923 , $-   , $0.61021 , $-   , $1.09792 , $-   
21122021,27122021,TSL,TAMUIN,GPO 05-D,5-D,Contractual,101,TURBOSINA, $13.48226 ,-$0.57095 , $-   , $0.19113 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $13.57156 , $-   , $14.05927 , $-   , $0.66025 , $-   , $1.14796 , $-   
21122021,27122021,TSL,TAMUIN,GPO 06-A,6-A,Contractual,101,TURBOSINA, $13.48226 ,-$0.58898 , $-   , $0.19113 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.39715 , $-   , $13.88486 , $-   , $0.50387 , $-   , $0.99158 , $-   
21122021,27122021,TSL,TAMUIN,GPO 06-B,6-B,Contractual,101,TURBOSINA, $13.48226 ,-$0.58898 , $-   , $0.19113 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.41592 , $-   , $13.90363 , $-   , $0.52264 , $-   , $1.01035 , $-   
21122021,27122021,TSL,TAMUIN,GPO 06-C,6-C,Contractual,101,TURBOSINA, $13.48226 ,-$0.58898 , $-   , $0.19113 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $13.50349 , $-   , $13.99120 , $-   , $0.61021 , $-   , $1.09792 , $-   
21122021,27122021,TSL,TAMUIN,GPO 06-D,6-D,Contractual,101,TURBOSINA, $13.48226 ,-$0.58898 , $-   , $0.19113 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $13.55353 , $-   , $14.04124 , $-   , $0.66025 , $-   , $1.14796 , $-   
21122021,27122021,UPN,URUAPAN,GPO 10-A,10-A,Adicional,101,TURBOSINA, $14.02405 , $-   , $-   , $0.15356 , $-   , $0.15048 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.49035 , $-   , $14.85154 , $-   , $0.46630 , $-   , $0.82749 , $-   
21122021,27122021,UPN,URUAPAN,GPO 10-B,10-B,Adicional,101,TURBOSINA, $14.02405 , $-   , $-   , $0.15356 , $-   , $0.15048 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.50912 , $-   , $14.87031 , $-   , $0.48507 , $-   , $0.84626 , $-   
21122021,27122021,UPN,URUAPAN,GPO 10-C,10-C,Adicional,101,TURBOSINA, $14.02405 , $-   , $-   , $0.15356 , $-   , $0.15048 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.59669 , $-   , $14.95788 , $-   , $0.57264 , $-   , $0.93383 , $-   
21122021,27122021,UPN,URUAPAN,GPO 10-D,10-D,Adicional,101,TURBOSINA, $14.02405 , $-   , $-   , $0.15356 , $-   , $0.15048 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.64673 , $-   , $15.00792 , $-   , $0.62268 , $-   , $0.98387 , $-   
21122021,27122021,UPN,URUAPAN,GPO 01-A,1-A,Contractual,101,TURBOSINA, $14.02405 ,-$0.06010 , $-   , $0.15356 , $-   , $0.15048 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.43025 , $-   , $14.79144 , $-   , $0.46630 , $-   , $0.82749 , $-   
21122021,27122021,UPN,URUAPAN,GPO 01-B,1-B,Contractual,101,TURBOSINA, $14.02405 ,-$0.06010 , $-   , $0.15356 , $-   , $0.15048 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.44902 , $-   , $14.81021 , $-   , $0.48507 , $-   , $0.84626 , $-   
21122021,27122021,UPN,URUAPAN,GPO 01-C,1-C,Contractual,101,TURBOSINA, $14.02405 ,-$0.06010 , $-   , $0.15356 , $-   , $0.15048 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.53659 , $-   , $14.89778 , $-   , $0.57264 , $-   , $0.93383 , $-   
21122021,27122021,UPN,URUAPAN,GPO 01-D,1-D,Contractual,101,TURBOSINA, $14.02405 ,-$0.06010 , $-   , $0.15356 , $-   , $0.15048 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.58663 , $-   , $14.94782 , $-   , $0.62268 , $-   , $0.98387 , $-   
21122021,27122021,UPN,URUAPAN,GPO 10-A,10-A,Contractual,101,TURBOSINA, $14.02405 , $-   , $-   , $0.15356 , $-   , $0.15048 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.49035 , $-   , $14.85154 , $-   , $0.46630 , $-   , $0.82749 , $-   
21122021,27122021,UPN,URUAPAN,GPO 10-B,10-B,Contractual,101,TURBOSINA, $14.02405 , $-   , $-   , $0.15356 , $-   , $0.15048 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.50912 , $-   , $14.87031 , $-   , $0.48507 , $-   , $0.84626 , $-   
21122021,27122021,UPN,URUAPAN,GPO 10-C,10-C,Contractual,101,TURBOSINA, $14.02405 , $-   , $-   , $0.15356 , $-   , $0.15048 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.59669 , $-   , $14.95788 , $-   , $0.57264 , $-   , $0.93383 , $-   
21122021,27122021,UPN,URUAPAN,GPO 10-D,10-D,Contractual,101,TURBOSINA, $14.02405 , $-   , $-   , $0.15356 , $-   , $0.15048 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.64673 , $-   , $15.00792 , $-   , $0.62268 , $-   , $0.98387 , $-   
21122021,27122021,UPN,URUAPAN,GPO 02-A,2-A,Contractual,101,TURBOSINA, $14.02405 ,-$0.30050 , $-   , $0.15356 , $-   , $0.15048 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.18985 , $-   , $14.55104 , $-   , $0.46630 , $-   , $0.82749 , $-   
21122021,27122021,UPN,URUAPAN,GPO 02-B,2-B,Contractual,101,TURBOSINA, $14.02405 ,-$0.30050 , $-   , $0.15356 , $-   , $0.15048 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.20862 , $-   , $14.56981 , $-   , $0.48507 , $-   , $0.84626 , $-   
21122021,27122021,UPN,URUAPAN,GPO 02-C,2-C,Contractual,101,TURBOSINA, $14.02405 ,-$0.30050 , $-   , $0.15356 , $-   , $0.15048 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.29619 , $-   , $14.65738 , $-   , $0.57264 , $-   , $0.93383 , $-   
21122021,27122021,UPN,URUAPAN,GPO 02-D,2-D,Contractual,101,TURBOSINA, $14.02405 ,-$0.30050 , $-   , $0.15356 , $-   , $0.15048 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.34623 , $-   , $14.70742 , $-   , $0.62268 , $-   , $0.98387 , $-   
21122021,27122021,UPN,URUAPAN,GPO 03-A,3-A,Contractual,101,TURBOSINA, $14.02405 ,-$0.36060 , $-   , $0.15356 , $-   , $0.15048 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.12975 , $-   , $14.49094 , $-   , $0.46630 , $-   , $0.82749 , $-   
21122021,27122021,UPN,URUAPAN,GPO 03-B,3-B,Contractual,101,TURBOSINA, $14.02405 ,-$0.36060 , $-   , $0.15356 , $-   , $0.15048 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.14852 , $-   , $14.50971 , $-   , $0.48507 , $-   , $0.84626 , $-   
21122021,27122021,UPN,URUAPAN,GPO 03-C,3-C,Contractual,101,TURBOSINA, $14.02405 ,-$0.36060 , $-   , $0.15356 , $-   , $0.15048 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.23609 , $-   , $14.59728 , $-   , $0.57264 , $-   , $0.93383 , $-   
21122021,27122021,UPN,URUAPAN,GPO 03-D,3-D,Contractual,101,TURBOSINA, $14.02405 ,-$0.36060 , $-   , $0.15356 , $-   , $0.15048 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.28613 , $-   , $14.64732 , $-   , $0.62268 , $-   , $0.98387 , $-   
21122021,27122021,UPN,URUAPAN,GPO 04-A,4-A,Contractual,101,TURBOSINA, $14.02405 ,-$0.51085 , $-   , $0.15356 , $-   , $0.15048 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.97950 , $-   , $14.34069 , $-   , $0.46630 , $-   , $0.82749 , $-   
21122021,27122021,UPN,URUAPAN,GPO 04-B,4-B,Contractual,101,TURBOSINA, $14.02405 ,-$0.51085 , $-   , $0.15356 , $-   , $0.15048 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.99827 , $-   , $14.35946 , $-   , $0.48507 , $-   , $0.84626 , $-   
21122021,27122021,UPN,URUAPAN,GPO 04-C,4-C,Contractual,101,TURBOSINA, $14.02405 ,-$0.51085 , $-   , $0.15356 , $-   , $0.15048 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.08584 , $-   , $14.44703 , $-   , $0.57264 , $-   , $0.93383 , $-   
21122021,27122021,UPN,URUAPAN,GPO 04-D,4-D,Contractual,101,TURBOSINA, $14.02405 ,-$0.51085 , $-   , $0.15356 , $-   , $0.15048 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.13588 , $-   , $14.49707 , $-   , $0.62268 , $-   , $0.98387 , $-   
21122021,27122021,UPN,URUAPAN,GPO 05-A,5-A,Contractual,101,TURBOSINA, $14.02405 ,-$0.57095 , $-   , $0.15356 , $-   , $0.15048 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.91940 , $-   , $14.28059 , $-   , $0.46630 , $-   , $0.82749 , $-   
21122021,27122021,UPN,URUAPAN,GPO 05-B,5-B,Contractual,101,TURBOSINA, $14.02405 ,-$0.57095 , $-   , $0.15356 , $-   , $0.15048 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.93817 , $-   , $14.29936 , $-   , $0.48507 , $-   , $0.84626 , $-   
21122021,27122021,UPN,URUAPAN,GPO 05-C,5-C,Contractual,101,TURBOSINA, $14.02405 ,-$0.57095 , $-   , $0.15356 , $-   , $0.15048 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.02574 , $-   , $14.38693 , $-   , $0.57264 , $-   , $0.93383 , $-   
21122021,27122021,UPN,URUAPAN,GPO 05-D,5-D,Contractual,101,TURBOSINA, $14.02405 ,-$0.57095 , $-   , $0.15356 , $-   , $0.15048 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.07578 , $-   , $14.43697 , $-   , $0.62268 , $-   , $0.98387 , $-   
21122021,27122021,UPN,URUAPAN,GPO 06-A,6-A,Contractual,101,TURBOSINA, $14.02405 ,-$0.58898 , $-   , $0.15356 , $-   , $0.15048 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.90137 , $-   , $14.26256 , $-   , $0.46630 , $-   , $0.82749 , $-   
21122021,27122021,UPN,URUAPAN,GPO 06-B,6-B,Contractual,101,TURBOSINA, $14.02405 ,-$0.58898 , $-   , $0.15356 , $-   , $0.15048 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.92014 , $-   , $14.28133 , $-   , $0.48507 , $-   , $0.84626 , $-   
21122021,27122021,UPN,URUAPAN,GPO 06-C,6-C,Contractual,101,TURBOSINA, $14.02405 ,-$0.58898 , $-   , $0.15356 , $-   , $0.15048 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.00771 , $-   , $14.36890 , $-   , $0.57264 , $-   , $0.93383 , $-   
21122021,27122021,UPN,URUAPAN,GPO 06-D,6-D,Contractual,101,TURBOSINA, $14.02405 ,-$0.58898 , $-   , $0.15356 , $-   , $0.15048 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.05775 , $-   , $14.41894 , $-   , $0.62268 , $-   , $0.98387 , $-   
21122021,27122021,VER,VERACRUZ,GPO 10-A,10-A,Adicional,101,TURBOSINA, $13.50625 , $-   , $-   , $0.13465 , $0.01000 , $0.03081 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $13.95364 , $13.93664 , $14.19516 , $14.17816 , $0.44739 , $0.43039 , $0.68891 , $0.67191 
21122021,27122021,VER,VERACRUZ,GPO 10-B,10-B,Adicional,101,TURBOSINA, $13.50625 , $-   , $-   , $0.13465 , $0.01000 , $0.03081 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $13.97241 , $13.95379 , $14.21393 , $14.19531 , $0.46616 , $0.44754 , $0.70768 , $0.68906 
21122021,27122021,VER,VERACRUZ,GPO 10-C,10-C,Adicional,101,TURBOSINA, $13.50625 , $-   , $-   , $0.13465 , $0.01000 , $0.03081 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $14.05998 , $14.03380 , $14.30150 , $14.27532 , $0.55373 , $0.52755 , $0.79525 , $0.76907 
21122021,27122021,VER,VERACRUZ,GPO 10-D,10-D,Adicional,101,TURBOSINA, $13.50625 , $-   , $-   , $0.13465 , $0.01000 , $0.03081 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $14.11002 , $14.07952 , $14.35154 , $14.32104 , $0.60377 , $0.57327 , $0.84529 , $0.81479 
21122021,27122021,VER,VERACRUZ,GPO 01-A,1-A,Contractual,101,TURBOSINA, $13.50625 ,-$0.06010 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $13.89354 , $13.87654 , $14.13506 , $14.11806 , $0.44739 , $0.43039 , $0.68891 , $0.67191 
21122021,27122021,VER,VERACRUZ,GPO 01-B,1-B,Contractual,101,TURBOSINA, $13.50625 ,-$0.06010 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $13.91231 , $13.89369 , $14.15383 , $14.13521 , $0.46616 , $0.44754 , $0.70768 , $0.68906 
21122021,27122021,VER,VERACRUZ,GPO 01-C,1-C,Contractual,101,TURBOSINA, $13.50625 ,-$0.06010 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $13.99988 , $13.97370 , $14.24140 , $14.21522 , $0.55373 , $0.52755 , $0.79525 , $0.76907 
21122021,27122021,VER,VERACRUZ,GPO 01-D,1-D,Contractual,101,TURBOSINA, $13.50625 ,-$0.06010 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $14.04992 , $14.01942 , $14.29144 , $14.26094 , $0.60377 , $0.57327 , $0.84529 , $0.81479 
21122021,27122021,VER,VERACRUZ,GPO 10-A,10-A,Contractual,101,TURBOSINA, $13.50625 , $-   , $-   , $0.13465 , $0.01000 , $0.03081 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $13.95364 , $13.93664 , $14.19516 , $14.17816 , $0.44739 , $0.43039 , $0.68891 , $0.67191 
21122021,27122021,VER,VERACRUZ,GPO 10-B,10-B,Contractual,101,TURBOSINA, $13.50625 , $-   , $-   , $0.13465 , $0.01000 , $0.03081 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $13.97241 , $13.95379 , $14.21393 , $14.19531 , $0.46616 , $0.44754 , $0.70768 , $0.68906 
21122021,27122021,VER,VERACRUZ,GPO 10-C,10-C,Contractual,101,TURBOSINA, $13.50625 , $-   , $-   , $0.13465 , $0.01000 , $0.03081 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $14.05998 , $14.03380 , $14.30150 , $14.27532 , $0.55373 , $0.52755 , $0.79525 , $0.76907 
21122021,27122021,VER,VERACRUZ,GPO 10-D,10-D,Contractual,101,TURBOSINA, $13.50625 , $-   , $-   , $0.13465 , $0.01000 , $0.03081 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $14.11002 , $14.07952 , $14.35154 , $14.32104 , $0.60377 , $0.57327 , $0.84529 , $0.81479 
21122021,27122021,VER,VERACRUZ,GPO 02-A,2-A,Contractual,101,TURBOSINA, $13.50625 ,-$0.30050 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $13.65314 , $13.63614 , $13.89466 , $13.87766 , $0.44739 , $0.43039 , $0.68891 , $0.67191 
21122021,27122021,VER,VERACRUZ,GPO 02-B,2-B,Contractual,101,TURBOSINA, $13.50625 ,-$0.30050 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $13.67191 , $13.65329 , $13.91343 , $13.89481 , $0.46616 , $0.44754 , $0.70768 , $0.68906 
21122021,27122021,VER,VERACRUZ,GPO 02-C,2-C,Contractual,101,TURBOSINA, $13.50625 ,-$0.30050 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $13.75948 , $13.73330 , $14.00100 , $13.97482 , $0.55373 , $0.52755 , $0.79525 , $0.76907 
21122021,27122021,VER,VERACRUZ,GPO 02-D,2-D,Contractual,101,TURBOSINA, $13.50625 ,-$0.30050 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $13.80952 , $13.77902 , $14.05104 , $14.02054 , $0.60377 , $0.57327 , $0.84529 , $0.81479 
21122021,27122021,VER,VERACRUZ,GPO 03-A,3-A,Contractual,101,TURBOSINA, $13.50625 ,-$0.36060 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $13.59304 , $13.57604 , $13.83456 , $13.81756 , $0.44739 , $0.43039 , $0.68891 , $0.67191 
21122021,27122021,VER,VERACRUZ,GPO 03-B,3-B,Contractual,101,TURBOSINA, $13.50625 ,-$0.36060 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $13.61181 , $13.59319 , $13.85333 , $13.83471 , $0.46616 , $0.44754 , $0.70768 , $0.68906 
21122021,27122021,VER,VERACRUZ,GPO 03-C,3-C,Contractual,101,TURBOSINA, $13.50625 ,-$0.36060 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $13.69938 , $13.67320 , $13.94090 , $13.91472 , $0.55373 , $0.52755 , $0.79525 , $0.76907 
21122021,27122021,VER,VERACRUZ,GPO 03-D,3-D,Contractual,101,TURBOSINA, $13.50625 ,-$0.36060 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $13.74942 , $13.71892 , $13.99094 , $13.96044 , $0.60377 , $0.57327 , $0.84529 , $0.81479 
21122021,27122021,VER,VERACRUZ,GPO 04-A,4-A,Contractual,101,TURBOSINA, $13.50625 ,-$0.51085 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $13.44279 , $13.42579 , $13.68431 , $13.66731 , $0.44739 , $0.43039 , $0.68891 , $0.67191 
21122021,27122021,VER,VERACRUZ,GPO 04-B,4-B,Contractual,101,TURBOSINA, $13.50625 ,-$0.51085 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $13.46156 , $13.44294 , $13.70308 , $13.68446 , $0.46616 , $0.44754 , $0.70768 , $0.68906 
21122021,27122021,VER,VERACRUZ,GPO 04-C,4-C,Contractual,101,TURBOSINA, $13.50625 ,-$0.51085 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $13.54913 , $13.52295 , $13.79065 , $13.76447 , $0.55373 , $0.52755 , $0.79525 , $0.76907 
21122021,27122021,VER,VERACRUZ,GPO 04-D,4-D,Contractual,101,TURBOSINA, $13.50625 ,-$0.51085 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $13.59917 , $13.56867 , $13.84069 , $13.81019 , $0.60377 , $0.57327 , $0.84529 , $0.81479 
21122021,27122021,VER,VERACRUZ,GPO 05-A,5-A,Contractual,101,TURBOSINA, $13.50625 ,-$0.57095 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $13.38269 , $13.36569 , $13.62421 , $13.60721 , $0.44739 , $0.43039 , $0.68891 , $0.67191 
21122021,27122021,VER,VERACRUZ,GPO 05-B,5-B,Contractual,101,TURBOSINA, $13.50625 ,-$0.57095 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $13.40146 , $13.38284 , $13.64298 , $13.62436 , $0.46616 , $0.44754 , $0.70768 , $0.68906 
21122021,27122021,VER,VERACRUZ,GPO 05-C,5-C,Contractual,101,TURBOSINA, $13.50625 ,-$0.57095 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $13.48903 , $13.46285 , $13.73055 , $13.70437 , $0.55373 , $0.52755 , $0.79525 , $0.76907 
21122021,27122021,VER,VERACRUZ,GPO 05-D,5-D,Contractual,101,TURBOSINA, $13.50625 ,-$0.57095 , $-   , $0.13465 , $0.01000 , $0.03081 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $13.53907 , $13.50857 , $13.78059 , $13.75009 , $0.60377 , $0.57327 , $0.84529 , $0.81479 
